keyword,occurrences
darfur,1
transnational advocacy networks,1
grafting,1
rwanda analogy,1
field amplified sample stacking,1
amplified sample injection,1
zone-electrophoresis,1
stacking,1
bank regulation,1
bis capital adequacy requirements,1
basel ii,1
basel iii,1
leverage ratio,1
default rate,1
systemic stability,1
fire sales,1
autonomous agents,1
variety gains,1
lambda ratio,1
u.s. manufacturing,1
molecular mimicry,1
vitronectin,1
decisions from description,1
ernest sosa,1
advection,1
sensible heat,1
cost of illness,1
patient acceptance of health care,1
vulnerable populations,1
africa south of the sahara,1
protozoan,1
drug combinations,1
gene amplification,1
merozoite surface protein 1,1
protozoan proteins,1
drug management,1
free flap,1
operative management,1
middle pleistocene,1
interglacial,1
site formation,1
homo erectus,1
psoriasis vulgaris,1
tnf-alpha,1
fast and frugal heuristics,1
melarsoprol,1
trypanosoma brucei gambiense,1
trypanosomiasis,1
african,1
anticonvulsants,1
barbiturates,1
delivery of health care,1
developing countries,1
diazepam,1
hypnotics and sedatives,1
rate,1
panel data estimation,1
terms of trade,1
boswellia,1
diterpenes,1
plant gums,1
medicinal,1
resins,1
trypanosoma brucei rhodesiense,1
advisory committees,1
attitude of health personnel,1
patient participation,1
patients,1
personnel,1
safety management,1
behavioural patterns,1
determinants,1
exercise participation,1
global optimization,1
computational physics,1
theoretical methods and algorithms,1
biotinylation,1
chromosomal proteins,1
non-histone,1
reasoning,1
moral dilemmas,1
time pressure,1
polymer vesicles,1
artificial organelles,1
benthic quality index,1
deep lakes,1
anthropologie,1
i.d. literatur,1
variable density flow,1
method of lines,1
daspk,1
time error,1
laboratory heterogeneous experiments,1
concentration-gradient dispersion,1
order temporal approximations,1
finite-element methods,1
discontinuous galerkin,1
richards equation,1
tank experiments,1
fluid density,1
displacements,1
subrosion,1
tectonics,1
density-driven solute transport,1
flow,1
rocks,1
financial management,1
copulas,1
focal infection,1
instrumented surgery,1
spinal epidural abscess (sea),1
surgical site infection (ssi),1
assemblages,1
redistribution,1
corporate finance,1
prices vs. quantities,1
instrument choice,1
swiss climate policy,1
environmental policy à la carte,1
parker and wine spectator ratings,1
bordeaux retail prices,1
two-way fixed effects model,1
pine marten,1
detection probability,1
site occupancy,1
lure,1
camera trap,1
estimating site occupancy,1
detection probabilities,1
hair,1
individuals,1
academic research,1
access to genetic resources,1
benefit sharing,1
abs,1
nagoya protocol,1
convention on biological diversity,1
cbd,1
biodiversity conservation,1
happiness,1
survey data,1
income,1
newline unemployment,1
wage bargaining,1
on-the-job search,1
wage dispersion,1
phase information,1
diffraction patterns,1
precession electron diffraction,1
structural homology,1
type i,1
alpha diversity,1
effective number of species,1
shannon’s entropy,1
undersampling bias,1
"allocation of decision-making authorities - diversification - outsourcing -
average treatment effect",1
propensity score matching  estimators,1
strategic human resource management,1
hrm bundles,1
parliamentary oversight,1
interpellations,1
pathogenic infection,1
midges,1
glacier retreat,1
rwenzori,1
top-bottom approach,1
itc,1
glucose transporter type 4,1
toll-like receptor 3,1
adrenal gland neoplasms,1
metanephrine,1
normetanephrine,1
pheochromocytoma,1
interdependence,1
network dependence,1
spatial lag,1
spatial econometrics,1
taxonomic resolution,1
myeloid,1
tretinoin,1
pseudodiamesa,1
larval subfossils,1
total phosphorus reconstruction,1
lowland lakes,1
phosphorous reconstruction,1
chironomid-inferred temperature,1
swiss training set,1
ecology of corynocera ambigua,1
geographic mobility,1
academic mobility,1
transnational mobility,1
academic career,1
social origin,1
dual career,1
family ties,1
star,1
wide binary,1
colony count,1
microbial,1
henry iii of navarre,1
saint bartholomew's day massacre,1
scanning tunnelling microscopy,1
adsorption,1
conducting polymers,1
binaries,1
close,1
distance effects,1
interactive playback,1
song overlapping,1
trill,1
long-range communication,1
broad-band trills,1
luscinia-megarhynchos,1
pairing success,1
acoustic-signals,1
singing activity,1
stable oxygen isotope composition,1
pyrolysis-gc,1
tc-ea,1
irms,1
chitin,1
insect cuticle,1
idee,1
ideentheorie (philosophie),1
frühe neuzeit,1
descartes,1
rené,1
6,1
adenosine,1
and,1
antitrypanosomal,1
antitrypanosomal activity,1
associated,1
brucei,1
derivatives,1
in,1
in-vitro,1
plasmodium-falciparum,1
protozoa,1
the,1
trypanosoma-brucei,1
were,1
methane-oxidizing bacteria,1
calgranulin a,1
globalisierung,1
stellenabbau,1
shooting ranges,1
kornelite,1
paracoquimbite,1
thermodynamic properties,1
enthalpy of formation,1
ciprofloxacin,1
computer simulation,1
permanent employment,1
work organization,1
unobserved heterogeneity,1
3` untranslated regions,1
cellcycle,1
cyclin b,1
cyclin e,1
fertilization,1
germ cells,1
palaeoenvironmental reconstructions,1
archaea,1
lake water temperatures,1
ccn intercellular signaling proteins,1
chondrocytes,1
joints,1
oncogene proteins,1
by-2,1
inducible promoter,1
west africa,1
millet,1
psqi,1
physical soil crusts,1
tillage simulation,1
animal trampling,1
extensification,1
life satisfaction approach,1
non-market valuation,1
density functional theory,1
physics computing,1
interleukin 1 receptor antagonist protein,1
nih 3t3 cells,1
vesicles,1
actin-binding protein,1
gad,1
cbt,1
hsp15,1
trna,1
heat shock,1
total phosphorus,1
mycoplasma pneumoniae,1
automated,1
non-biting midges,1
meteorological data,1
dating errors,1
sulfur,1
transfer,1
eukaryotic cells,1
saccharomyces cerevisiae proteins,1
carboxylated lysine,1
uv dna repair,1
endonuclease,1
late holocene,1
northern french alps,1
arbeitsplatz,1
fluorescent dyes,1
solvents,1
silencing suppressor,1
small rna,1
non-cell-autonomous proteins,1
cyanobacteria,1
ftsz,1
virus-triggered recombination,1
adaptive,1
herg,1
histamine-3 receptor,1
pharmacophore model,1
rainfall simulation,1
drop size distribution,1
drop fall velocity,1
spatial pattern,1
protection of civilians in armed conflict,1
secretary-general,1
security council,1
peace operations,1
humanitarian law,1
non-compliance,1
trypsin,1
organelles,1
t-scan,1
facial imaging,1
handheld,1
laser scanning,1
obsessive-compulsive spectrum,1
nosology,1
dsm-v,1
lgl leukaemia,1
thrombopenia,1
phosphoprotein phosphatases,1
staining and labeling,1
okadaic acid,1
protein phosphatase 2,1
affinity labels,1
carboxylic ester hydrolases,1
heme-based oxygen production,1
chloro-oxyanions,1
remediation,1
azospira oryzae strain gr-1,1
epr,1
carbohydrate recognition,1
trimeric lewis x,1
low energy electron microscopy,1
photoelectron emission microscopy,1
pixel detector,1
unc-53,1
navigators,1
atpase,1
pisa,1
environmental policy,1
prices-versus-quantities,1
s100a1,1
genetically altered mice,1
qt and st intervals,1
transcriptome profiling,1
quasi-elastic electron scattering,1
effective momentum approximation,1
nucleon form factors,1
organic semiconductor,1
field effect,1
monolayer,1
density of states (dos),1
transport mechanism,1
nanoscale transport,1
nanojuncton,1
electromigration,1
nanorods,1
contact resistance,1
metal-organic interface,1
schottky barrier,1
thermally assisted tunneling,1
gate filed modulation,1
in-situ doping,1
charge transfer.,1
eb1,1
parliamentary election,1
endocrine disruptor,1
estrogenic exposure,1
fish population,1
sewage treatment plant,1
chromosome mapping,1
insect,1
muscle development,1
oxygen isotope stage 3,1
northeast finland,1
weichselian,1
floodplain,1
groundwater management,1
groundwater protection,1
subsurface infrastructure development,1
extrinsic,1
intrinsic attributes,1
individual decision-making,1
misprediction,1
time allocation,1
material incentives,1
streptococcus agalactiae,1
uric acid,1
sediment traps,1
diatom seasonality,1
job security,1
public sector,1
food preservation,1
milk,1
food handling,1
hot temperature,1
cross-linking reagents,1
over complete wavelet transform,1
haar-like feature,1
integral images,1
reduced support vector machine,1
coarse-to-fine classifier,1
cascaded evaluation,1
realtime face detection,1
facial feature localisation,1
3d morphable model,1
hci,1
chil,1
agroinfiltration,1
live cell imaging,1
fluorescence polarization immunoassay,1
ascomycota,1
physiology fungal proteins,1
metabolism gene expression profiling gene expression regulation,1
drug effects mitochondria,1
metabolism mitochondrial proteins,1
metabolism molecular sequence data osmotic pressure reverse transcriptase polymerase chain reaction sodium chloride,1
pharmacology sorbitol,1
alpine lake,1
ice-cover,1
seasonal temperature reconstructions,1
glm,1
poisson model,1
negative binomial model,1
zero-inflated model,1
hurdle model url,1
managerial compensation,1
executive stock options,1
option valuation,1
deflation,1
menu costs,1
hong kong,1
price revolution,1
money supply,1
great inflations,1
currency reforms,1
fixed exchange rate,1
dynamic adjustment,1
panel models,1
devaluation,1
bank stock returns,1
bank-specific accounting ratios.,1
revealed preference,1
self-control problem,1
equal rights,1
gender discrimination,1
gender wage gap,1
leadership structure,1
firm valuation,1
managerial shareholdings,1
ageing workforces,1
new technologies,1
decentralized work organization,1
skill obsolescence,1
skill adaptation,1
productivity-wage-differentials,1
molecular switch,1
ph sensor,1
osmium complexes,1
performance measurement,1
robust statistical inference,1
cross-sectional dependence,1
affinity capillary electrophoresis,1
oligonucleotide,1
metal cation,1
mutual funds,1
stock return predictability,1
conditional performance measurement,1
stochastic discount factor.,1
lorenz curve,1
lorenz order,1
majorization,1
income inequality,1
characterizations,1
condorcet jury theorem.,1
capm,1
roll critique,1
mean-variance analysis,1
short-sale constraint,1
market proxy,1
distribution theory,1
adult antigens,1
immunology electrophoresis,1
two-dimensional female food hypersensitivity,1
metabolism humans immunoglobulin e,1
biosynthesis lymphokines,1
metabolism male middle aged plants,1
immunology proteomics,1
methods soybean proteins,1
metabolism soybeans,1
metabolism tandem mass spectrometry,1
juniperus,1
natural vegetation,1
fire history,1
lake development,1
lake-level changes,1
kyrgyzstan,1
phosphoric monoester hydrolases,1
protein kinases,1
phosphoproteins,1
weight-of-evidence approach,1
abundance,1
adrenal cortex function tests,1
transcortin,1
critical pathways,1
protein phosphatase 1,1
bcl-associated death protein,1
recombinant fusion proteins,1
ribosomal protein s6 kinases,1
biochemical,1
intercellular signaling peptides and proteins,1
artifacts,1
transition temperature,1
3t3 cells,1
enhancer elements,1
fossil insects,1
sciaridae,1
diptera,1
climate variability,1
scandinavia,1
climate modeling,1
intercellular communication,1
neurogenic,1
hypoglycemia,1
pituitary diseases,1
anterior,1
posterior,1
compression,1
essential dimension,1
covariant,1
covariant dimension,1
endocrine disruptors,1
temperature stress,1
atresia,1
catechol-o-methyltransferase,1
comt,1
val158met,1
papio ursinus,1
hemorrhagic,1
associations,1
malformations,1
multiple abnormalities,1
medical records,1
thoracic,1
continuous training,1
wage effect,1
aver age treatment  effect,1
propensity score matching estimators,1
atrp initiator,1
polymer brushes,1
surface-initiated atrp,1
fish catch decline,1
fish habitat,1
pkd,1
general linear model,1
cross-cultural psychology,1
big five,1
nonmammalian,1
muscle fibers,1
protein transport,1
pseudopodia,1
complementary therapies,1
office visits,1
endothelium,1
likelihood functions,1
outcome and process assessment (health care),1
patient selection,1
coagulase,1
1998,1
by f-value analysis,1
computational analysis of protein,1
folding,1
folding of several b-sheet,1
grantcharova et al,1
martinez and serrano 1999,1
proteins have been characterized,1
the transition states for,1
ordered probit,1
public sector employment,1
radiation injuries,1
radiation protection,1
radiotherapy dosage,1
stomatognathic diseases,1
stock recommendations,1
second-hand information,1
analysts,1
price pressure and information hypotheses,1
initial public offerings,1
hot markets,1
bubbles,1
powder x-ray diffraction,1
molecular conformation,1
solid state nmr,1
voting participation,1
over-consumption,1
experienced utility,1
tv viewing,1
adverse selection,1
market breakdown,1
separation,1
competitive pricing,1
metallacycles,1
income mobility,1
intergenerational transmission,1
immigrants,1
ruthenium(ii),1
platinum(ii),1
nitrogen heterocycle,1
thiophene,1
molecular polygon,1
cash holdings,1
dynamic adjustment.,1
6 ` 2 ``-terpyridine,1
rutheniun-(ii),1
polyalkyne,1
dendrimer,1
cobalt carbonyl,1
principal-agent problem,1
bunching,1
nonlinear pricing,1
assignment approach,1
feynman diagrams,1
water chemistry,1
engadine,1
polyacrylamide gel,1
isoelectric focusing,1
integrated modelling,1
causal assessment,1
population viability,1
anthropogenic stressors,1
ecological risk,1
real-time reverse transcription polymerase chain reaction,1
medical optics and biotechnology,1
prisms,1
fluorescence and luminescence,1
fluorescence spectroscopy,1
infrared lasers,1
laser beams,1
raman scattering,1
gastric bypass,1
ghrelin,1
leptin,1
neurotensin,1
morbid,1
peptide hormones,1
polynuclear,1
metal-directed reactivity,1
atp-binding cassette transporters,1
albumins,1
mesenchymal stem cells,1
osteoblasts,1
alamethicin,1
amphiphilic block copolymers,1
antimicrobial peptides,1
bilayers,1
biomimetic mineralization,1
brewster angle microscopy,1
compressional modulus,1
langmuir monolayers,1
langmuir-blodgett films,1
lyotropic mesophases,1
mixed monolayers,1
peptaibols,1
phase behavior,1
phosphatidylcholine,1
selfassembly,1
alpine rivers and streams,1
altitude dependence,1
habitat shift,1
optimum temperature,1
regional coherence,1
sinusoidal regression,1
water temperature,1
european alps,1
forclim,1
forest succession model,1
macrofossils,1
palaeobotany,1
treeline dynamics,1
vegetation response,1
multiple endocrine neoplasia type 2a,1
agranulozytose,1
metamizol,1
clopidogrel,1
bone regeneration,1
copolymer,1
dura,1
osteoconduction,1
polylactic acid,1
athletic injuries,1
bicycling,1
mountaineering,1
residence characteristics,1
seasons,1
skiing,1
small-area analysis,1
orthogonal wavelets,1
schroedinger equation,1
numerical quadrature,1
electronic structure,1
daubechies wavelets,1
multiresolution,1
real space methods,1
potential energy operator,1
hyperinsulinism,1
peritoneal,1
alpha-crystallin a chain,1
cytochrome p-450 cyp1a1,1
tetrachlorodibenzodioxin,1
